Target Word,Joined,Label
bestow,Bestow an honor on someone . Medals were bestowed on the winning team .,0.8909018
drag,He took a drag on his cigarette and expelled the smoke slowly . He performed in drag .,7.219009e-05
grater,I 'm making coleslaw ; do you know where the grater is ? Modern cheese graters have more than one side so the cheese can be sliced in different ways .,0.8909018
boy,Steve is a boy of 16 . She made the boy brush his teeth every night .,0.8909018
strike,We must strike the enemy 's oil fields . Panic struck me .,1.9984464e-06
play,The ball was still in play . Insiders said the company 's stock was in play .,0.8909018
head,The head of the list . I 've got to go to the head .,2.1436417e-06
tendency,Fabric with a tendency to shrink . Denim has a tendency to fade .,0.006082759
gather,Gather the close family members . Gather some stones .,0.26519355
line,The answer to the comprehension question can be found in the third line of the accompanying text . A nice line of shoes .,0.0044935704
corner,A corner on the silver market . A piano was in one corner of the room .,0.010085844
correct,Engineers will work to correct the effects or air resistance . Correct the mistakes .,0.3909587
split,He inserted the wedge into a split in the log . He demanded his split before they disbanded .,8.907979e-06
cup,Put the flag back in the cup . He swore as the ball rimmed the cup and rolled away .,0.89090157
window,They had a window of less than an hour when an attack would have succeeded . You have a two-hour window of clear weather to finish working on the lawn .,0.8909018
get,She did n't get to Chicago until after midnight . Get permission to take a few days off from work .,6.7589954e-06
run,She got a run in her stocking . I have a run in my stocking .,0.8909018
bed,Slices of hard-boiled egg on a bed of spinach . Lake bed .,7.4361056e-10
due,Give him his due — he is a good actor . Give the devil his due .,0.8909018
coordinate,"Coordinate our efforts . Coordinate the painters , masons , and plumbers .",0.8909018
population,"The African-American population of Salt Lake City has been increasing . People come and go , but the population of this town has remained approximately constant for the past decade .",0.8909018
feel,I feel that we need to try harder . I felt my way cautiously through the dangerous business maneuver .,0.39090213
air,The flock of birds took to the air . I need some fresh air .,0.8909018
communicate,Many deaf people communicate with sign language . He and his sons have n't communicated for years .,0.8909018
pull,Pull your knees towards your chin . Pull the rope .,0.8909018
call,"After two raises there was a call . The characters in Henry James ' novels are forever paying calls on each other , usually in the parlor of some residence .",0.39090213
run,Run riot . We ran the ad three times .,0.0017347378
application,A novel application of electronics to medical diagnosis . He has tried several different word processing applications .,4.2391378e-07
rub,Give that lamp a good rub and see if any genies come out . He gave the hood a quick rub .,0.8909018
see,You have to be a good observer to see all the details . I saw their laughing and joking .,0.8909018
grow,An oak tree will grow from that acorn . The gardener grew that acorn into an oak tree .,0.8909018
take,How should I take this message ? You ca n't take credit for this !,0.8909018
floor,The room has a wooden floor . We spread our sleeping bags on the dry floor of the tent .,0.8909018
evil,Attempts to explain the origin of evil in the world . Do n't go giving me evils !,0.8909018
know,I know that the President lied to the people . She knew of our plan .,0.8909018
break,The book dealer would not break the set . Break off the negotiations .,0.02019655
carry,I carry these thoughts in the back of my head . Amanda carried the package from home to New York .,0.008227832
motion,Police controlled the motion of the crowd . He made a motion to adjourn .,1.9608513e-06
way,Do you know the way to the airport ? They split the loot three ways .,0.00093118084
pain,The pain of loneliness . The patient developed severe pain and distension .,1.4501593e-06
flux,It is important to use flux when soldering or oxides on the metal will prevent a good bond . His opinions are in flux .,0.39090192
come,Your wish will come true . Which letter comes before Y ?,0.8909018
turn,Turn your face to the wall . Turn your dance partner around .,0.8909018
time,It took more than half my time . Take time to smell the roses .,0.8909018
poise,"To poise the scales of a balance . I poised the crowbar in my hand , and waited .",0.89089966
be,I shall be writing to you soon . We liked to chat while we were eating .,0.8909018
know,I know it 's time . She knew of our plan .,0.8909018
use,Use the plastic bags to store the food . We only use Spanish at home .,0.8909018
call,Call a football game . I tried to call you all night .,6.0828832e-05
principle,The principle of the internal combustion engine . The principles of democracy .,0.8909018
see,I want to see whether she speaks French . I went to see my friend Mary the other day .,1.4570304e-06
breath,Not a breath of scandal ever touched her . The child 's breath came quickly and unevenly .,1.3550329e-05
follow,Can you follow her argument ? The police had been following him for weeks but they could not prove his involvement in the bombing .,0.00010406121
finance,Can we finance the addition to our home ? His parents financed his college education .,0.8909018
snap,To snap a whip . To snap a fastener .,0.8909018
test,She does n't test well . She tested high on the LSAT and was admitted to all the good law schools .,0.39092597
air,An air of mystery . The program was on the air from 9 til midnight .,0.00052973646
hold,Hold your tongue . About a dozen animals were held inside the stockade .,0.0008658052
pass,A mountain pass . We got through the pass before it started to snow .,0.8909018
head,A head of cauliflower . He is two heads taller than his little sister .,0.0010649817
be,I shall be writing to you soon . The sky is a deep blue today .,0.8909018
practice,You should practice playing piano every day . Pianists practice scales .,0.8909018
hand,"On the one hand ... , but on the other hand ... A good hand .",0.0008982752
run,Run a new program on the Mac . My computer is too old to run the new OS .,0.8909018
origin,Mineral origin . Origin in sensation .,0.8909013
crystallize,He tried to crystallize his thoughts . My ideas crystallized overnight .,0.8909018
treat,I like to treat myself to a day at a spa when I am depressed . Treat the infection with antibiotics .,0.39090183
rise,Rise to a challenge . The building rose before them .,0.0045744386
acknowledge,We must acknowledge the kindness she showed towards us . * They his gifts acknowledged none . - John Milton .,0.8909018
fatigue,He was hospitalized for extreme fatigue . He was suffering from museum fatigue .,0.38345453
load,Load the camera . He loaded his gun carefully .,0.8909018
cut,Cut paper dolls . The Vietnamese cut a lot of timber while they occupied Cambodia .,1.1153445e-06
hold,Hold in place . Hold your breath .,0.12789854
charge,This cartridge has a powder charge of 50 grains . The battery needed a fresh charge .,8.218077e-07
run,She got a run in her stocking . The ship made its run in record time .,0.00020840707
term,A prison term . The general term of an algebraic equation of the n-th degree .,3.2351396e-05
find,These aspects of civilization do not find expression or receive an interpretation . She found that he had lied to her .,2.5675695e-06
refill,He got a refill for his notebook . He got a refill for his ball-point pen .,0.8909018
optimization,In an optimization problem we seek values of the variables that lead to an optimal value of the function that is to be optimized . The simultaneous optimization of growth and profitability .,0.8909018
call,The engineer called round whilst you were away . Call roll .,1.1035218e-05
mine,This diamond comes from a mine in South Africa . Most coal and ore comes from open-pit mines nowadays .,0.8909018
see,Can you see the bird in that tree ? I saw her bake the cake .,0.8909018
point,He held me up at the point of a gun . The one with the most points will win the game .,4.301456e-09
call,He placed a phone call to London . I received several calls today .,0.8909018
unionize,We do n't allow people to come into our plant and try to unionize the workers . My uncle got roughed up by some corporate thugs after they caught him trying to unionize their workers .,0.8909018
title,"A good title to an estate , or an imperfect title . His title to fame .",0.0024097238
be,I shall be writing to you soon . The woman is walking .,0.8909018
class,An emerging professional class . Flirting is not unknown in college classes .,0.00059093797
pay,You 'll pay for this opinion later . He was allowed to go as soon as he paid .,2.8340305e-06
sight,The sight of his wife brought him back to reality . To gain sight of land .,1.24165745e-05
origin,The rumor had its origin in idle gossip . Mineral origin .,0.8909018
trump,A trump can take a trick even when a card of a different suit is led . Clubs were declared trumps .,0.8909018
course,We offer seafood as the first course . He took a course in basket weaving .,0.000112994756
give,Give a course . I gave two sons to the war .,4.8562376e-10
gather,Let 's gather in the dining room . Gather some stones .,0.007466487
light,"Although he saw it in a different light , he still did not understand . Do you have a light ?",2.7891576e-05
mine,He came out of the coal mine with a face covered in black . Most coal and ore comes from open-pit mines nowadays .,0.8909018
be,I shall be writing to you soon . This building is three hundred years old .,0.8909018
see,I 'll see you to the door . I want to see results .,0.39090183
play,Play sports . Play with her feelings .,0.053467266
rig,Rig an election . Rig prices .,0.012678396
grip,The grip of a sword . There are several good grips on the northern face of this rock .,0.89090014
series,The Post Office issued a series commemorating famous American entertainers . His coin collection included the complete series of Indian-head pennies .,0.8909018
give,Give an excuse . The roof finally gave under the weight of the ice .,0.00033682457
work,She knows how to work the system . Is your husband working again ?,0.39090195
go,The washing machine wo n't go unless it 's plugged in . The policemen went from door to door looking for the suspect .,0.028293217
beat,The grandfather clock beat midnight . Beat one 's breast .,0.000117452386
hold,Hold in place . I hold with those who say life is sacred .,0.00040601788
demand,There is a demand for jobs . There is a demand for voluntary health workers in the poorer parts of Africa and Asia .,0.8909018
hold,"To carry well , i.e. to hold the head high , with arching neck . This theory holds for all irrational numbers .",0.39090183
blow,Blow on the soup to cool it down . The fuse blew .,8.60363e-05
mean,I mean to go to Baddeck this summer . I mean no harm .,0.8909018
contact,Litmus paper turns red on contact with an acid . They forget to solder the contacts .,0.015027056
trouble,He got several girls in trouble . One trouble after another delayed the job .,0.02354952
crunch,A financial crunch . An end-of-the year crunch .,0.8909018
meeting,There was an informal meeting in my living room . His meeting with the salesmen was the high point of his day .,7.156567e-05
weakness,"The weakness of the dollar against the yen . In a small number of horses , muscle weakness may progress to paralysis .",0.8909012
have,"What do we have here ? Have , throw , or make a party .",5.7249163e-06
line,"A shared line . Please speak up , the line is very faint .",0.8909018
hit,He tries to hit on women in bars . He hit a home run .,0.0015080437
silence,He needed silence in order to sleep . He gestured for silence .,0.0036763835
carry,Marsupials carry their young in a pouch . The senator carried his home state .,2.0402866e-05
give,Do n't give the child this tough meat . Can I give you my keys while I go in the pool ?,0.00030513894
slip,He blamed his slip on the ice . The jolt caused many slips and a few spills .,0.8909018
death,The death of my grandmother saddened the whole family . Her death came as a terrible shock .,0.8909018
stay,Stay alone . I can only stay for an hour .,0.8909018
wall,A wall of prejudice . A wall of smoke .,0.8909018
whole,The whole of American literature . Europe considered as a whole .,0.8909018
escape,He made his escape from the mental hospital . The prisoners made their escape by digging a tunnel .,0.8909018
get,Get someone mad . He got AIDS .,0.030160332
check,Check the brakes . Check out the engine .,0.8909018
history,All of human history . The dawn of recorded history .,0.39090183
raise,To raise your walking stick to defend yourself . Raise a shout .,1.0663976e-05
admit,To admit evidence in the trial of a cause . We can not admit non-members into our club building .,0.8909018
look,You do n't look your age ! This project looks fishy .,0.016805893
title,He held the title for two years . He had no documents confirming his title to his father 's estate .,3.3875883e-06
empathize,You really have to empathize . You really have to empathize with them .,0.8909018
side,It brought out his better side . The patient was bleeding on the right side .,8.803211e-05
come,Your wish will come true . Their anger came to a boil .,0.8909018
distress,A ship in distress . She was the classic maiden in distress .,0.8909018
case,The accusative case canonically indicates a direct object . A case of the jitters .,0.000104410385
depth,The depth of the water . From the depths of darkest Africa .,0.0026076173
see,I can see a risk in this strategy . I ca n't see him on horseback !,0.8909018
sophisticate,To sophisticate the understanding . — Southey . To sophisticate wine . — Howell .,0.39097074
shoulder,The car pulled off onto the shoulder . He stopped the car on the shoulder of the highway to change the flat tire .,0.8909018
go,The washing machine wo n't go unless it 's plugged in . The day went well until I got your call .,5.8982456e-05
make,"You have to spend money to make money ! She makes more than he does , and works longer hours than he does , but she still does most of the house-cleaning .",0.8909018
get,We 'll get them ! Did you get it ?,0.39092392
stretch,Stretch the imagination . I always stretch my muscles before exercising .,2.5814583e-05
move,The chairman of the company told the salesmen to move the computers . She moves in certain circles only .,3.9973937e-05
slot,He followed the deer 's slot over the soft turf to the edge of the trees . The PC had three slots for additional memory .,0.39090183
luck,The luck of the Irish . They say luck is a lady .,0.0001147544
fall,Fall into a trap . Fall prey to an imposter .,0.8909018
step,To step to one of the neighbors . Step off ten yards .,2.0111933e-05
touch,"He could not touch the meaning of the poem . They stood next to each other , their shoulders touching .",3.84702e-07
stick,Stick your thumb in the crack . She sticks to her principles .,6.627335e-05
impact,His friend 's opinion had an impact on his decision . Our choice of concrete will have a tremendous impact on the building 's mechanical performance .,0.8909018
chain,The third link of the silver chain needs to be resoldered . This led to an unfortunate chain of events .,0.8909018
time,The time of year for planting . He waited a long time .,0.8909018
carry,You must carry your camping gear . Carry the suitcases to the car .,0.8909018
tension,The direction of maximum tension moves asymptotically toward the direction of the shear . There is a tension between these approaches to understanding history .,0.39099646
umbrella,The Democratic Party is an umbrella for many liberal groups . Under the umbrella of capitalism .,0.8909018
fringe,The fringe of a picture . Interference fringe .,0.002492087
disband,The president wanted to disband the scandal-plagued agency . The principal disbanded the political student organization .,0.8909018
draw,I draw a line here . Draw parallels .,0.8909018
suffer,"If you keep partying like this , your school-work will suffer . Many saints suffered martyrdom .",0.00034930656
finish,It was a fight to the finish . Booze will be the finish of him .,0.8909004
rest,I need to get a good rest tonight ; I was up late last night . The gun was steadied on a special rest .,0.39090183
sign,The hunters found deer sign at the end of the trail . Their angry expressions were a clear sign they did n't want to talk .,0.8909018
foot,The swiftest of foot . He followed on foot .,0.8909018
develop,We must develop more potential customers . We develop the leaders for the future .,0.39090377
key,Some students had stolen the key to the final exam . Some students cheated by using the answer key .,0.8909018
move,"To move in a matter . Come on guys , let 's move : there 's work to do !",0.8909018
block,Block a muscle . Block a nerve .,0.8909013
shot,He is still recovering from a shot to his leg . I caught him with a solid shot to the chin .,0.8909018
mechanism,The mechanism of the ear . The mechanism of infection .,0.8909018
leave,"Might I beg leave to accompany you ? The applicant now seeks leave to appeal and , if leave be granted , to appeal against these sentences .",0.8909018
bed,My cat often sleeps on my bed . He worked in the coal beds .,0.021382863
plagiarism,"Even if it 's not illegal , plagiarism is usually frowned upon . Copy from one , it 's plagiarism . Copy from two , it 's research .",0.8909018
refine,Refine paper stock . Refine pig iron .,0.8909018
cut,Cut a Ping-Pong ball . Cut paper dolls .,0.0010971468
empathize,You really have to empathize . You 've really got to empathize with what they want .,0.8909018
time,The time is 10 o'clock . Do you know what time it is ?,0.8909018
missus,Harry said he could n't stop and chat because his missus wanted to go shopping . The missus has a list of chores for me to do this weekend .,0.8909018
pay,Crime does n't pay . To pay attention .,0.011985704
make,Make a decision . Make a move .,0.8909018
treasure,The pirates hid their treasure on a small island in the West Indies . The trunk held all her meager treasures .,9.599264e-06
tab,Pull the tab to open the can . The collar has a tab with a button hole .,0.8909018
question,His claim to the property has come under question . The question of seniority will be discussed at the meeting .,3.5304852e-06
space,They tested his ability to locate objects in space . Functional analysis is best approached through a sound knowledge of Hilbert space theory .,0.89090145
drop,He had a drop too much to drink . There is not a drop of pity in that man .,0.8909018
production,She tends to make a big production out of nothing . They hope to increase spaghetti production next year .,4.1255225e-05
catch,I have to catch a train at 7 o'clock . Catch one 's breath .,1.4939207e-05
come,Come into the room . He came from France .,0.8909018
crack,Crack a joke . The performance was fine until he cracked that dead baby joke .,0.8372324
light,"Do you have a light ? Hey , buddy , you got a light ?",0.8909018
drill,Drill a hole into the wall . Drill for oil .,0.8909018
light,He finally saw the light . He stepped into the light .,0.0018369561
mount,Mount an attack . Mount a theater production .,0.8909018
pull,You 'll be sent home if you pull another stunt like that . I pulled a muscle in my leg when I jumped up .,0.39090183
make,They hope to make a bigger profit . She made ten points in that game .,0.8909018
variant,"The word "" kerosine "" is a variant of “ kerosene ” . All breeds of dog are variants of the species “ Canis lupus familiaris ” .",0.8909018
work,He could not work the math problem . Work out your problems with the boss .,0.8909018
presence,"I 'm convinced that there was a presence in that building that I ca n't explain , which led to my heroic actions . Any painter can benefit from the presence of a live model from which to draw .",0.39090446
ulteriority,A terrible feeling of ulteriority . Their conversation was limited to ulteriorities .,0.8909018
circulation,A fan aids air circulation . Ocean circulation is an important part of global climate .,0.89090145
break,He finally got his big break . It was presented without commercial breaks .,5.2918338e-05
life,He wanted to live his own life without interference from others . The life of this milk carton may be thousands of years in this landfill .,0.3909258
roll,Roll out the paper . She rolled the ball .,0.0022366485
get,Get an idea . Get nauseous .,0.8909018
pull,Pull weeds . He pulled out his gun before she had a chance to scream .,0.8909018
beat,The grandfather clock beat midnight . Beat swords into ploughshares .,7.82623e-06
court,The court is now in session . The girls were playing in the court .,0.0058033927
raise,To raise Sandy Hook light . Raise the specter of unemployment .,0.030316517
land,The plane turned away from the sea and moved back over land . They come from a faraway land .,0.7963087
hinge,His absence is the hinge of our plan . This argument was the hinge on which the question turned .,0.8909018
lie,Do n't lie to your parents . The book lies on the table .,0.0029061702
mean,I 'm afraid I do n't understand what you mean . The sky is red this morning — does that mean we 're in for a storm ?,0.8909018
tab,The collar has a tab with a button hole . The filing cards were organized by cards having indexed tabs .,0.8909013
lyric,The lyric in line 3 does n't rhyme . The lyrics were written by the composer .,0.8498999
light,He stepped into the light . It brought the scandal to light .,0.00014898935
begin,Begin a new chapter in your life . Begin a cigar .,0.0025422985
period,Hastened the period of time of his recovery . In England they call a period a stop .,7.891919e-05
head,The head of the page . The head of the list .,0.8909018
discover,"The story is false , so far as I can discover . I discovered how to do it .",0.8909018
hold,Hold these truths to be self-evident . Hold the bridge against the enemy 's attacks .,5.3968154e-07
source,Pittsburgh is the source of the Ohio River . He spent hours looking for the source of that quotation .,0.3909038
set,To set pear trees in an orchard . Set these words in italics .,0.0011497467
get,Get nauseous . She did n't get to Chicago until after midnight .,6.8599074e-05
line,There is a narrow line between sanity and insanity . Toe the line .,3.311922e-09
raise,We raise hogs here . Raise the question of promotions .,0.0021354815
line,I ca n't follow your line of reasoning . Toe the line .,1.3554012e-05
pull,He was sidelined with a hamstring pull . Iron fillings drawn by the pull of a magnet .,1.3071619e-07
hold,I hold with those who say life is sacred . Elections will be held on the first Sunday of next month .,6.822872e-11
leave,She did n't leave until midnight . I left my keys inside the car and locked the doors .,0.3909335
speck,The plane was just a speck in the sky . A tiny speck of soot .,0.8909018
patter,The patter of mice . The patter of tiny feet .,0.8909018
fit,"How does this shirt fit ? The small shirt does n't fit me , so I 'll buy the medium size .",0.8909018
give,Give priority to . Give bond .,0.018820457
come,Your wish will come true . The water came to a boil .,0.8909017
cut,If you cut then I 'll deal . The employer wants to cut back health benefits .,3.8878687e-05
play,Play sports . Pele played for the Brazilian teams in many important matches .,0.8909018
see,I see that you have been promoted . We had to see a psychiatrist .,0.15610787
normalize,Normalize relations with China . Normalize the spelling .,0.8909018
act,"She wants to act Lady Macbeth , but she is too young for the role . The dog acts ferocious , but he is really afraid of people .",0.3909025
window,Window of opportunity . The expanded window will give us time to catch the thieves .,0.8909018
take,We take all major credit cards . We took a pay cut .,0.8909018
come,Nothing good will come of this . Come down here !,0.03538637
cover,Is this enough to cover the check ? This paint covers well .,0.0026593648
line,"I tried to make a call , but the line was dead . Drop me a line when you get there .",2.5509946e-06
see,The artist must first learn to see . I went to see my friend Mary the other day .,1.3419215e-07
authority,She lost all her respect and authority after turning up drunk to the meeting . Tennessee Valley Authority .,4.0115247e-06
hold,Hold one 's nose . I hold with those who say life is sacred .,0.00047164355
area,It was a mountainous area . It was a closed area of employment .,0.008012106
limit,The sequence of reciprocals has zero as its limit . To the limit of his ability .,1.4313447e-07
come,"Nothing good will come of this . The bill came to $ 2,000 .",8.7805296e-05
shame,The teenager could n't bear the shame of introducing his parents . One mistake brought shame to all his family .,0.8288262
footage,"They had stock footage of lightning , tornados , and hurricanes . He edited the news footage .",0.8909018
go,Let 's go this way for a while . Her money went on clothes .,2.933938e-05
fall,Fall into a trap . The estate fell to the oldest daughter .,0.0003710594
note,It ended on a sour note . He detected a note of sarcasm .,0.8909
dress,Dress the windows . Dress the victim 's wounds .,0.016584264
turn,Turn cartwheels . Turn the dial to 10 .,0.005745956
face,He washed his face . She has a pretty face .,0.8909018
rustle,Rustle cattle . The dry leaves were rustling in the breeze .,0.005018801
part,He tried to sing the tenor part . His part was right in the middle .,0.00085704075
hand,A ranch hand . Her hands are really strong .,0.041645966
language,He uttered harsh language . The English language .,0.8909018
pressurize,Pressurize a space suit . The airplane cabin is pressurized .,0.8909018
leave,"Leave your child the nurse 's care . At her death , she left behind her husband and 11 cats .",1.2946766e-09
touch,He has a touch of rheumatism . This piano has a wonderful touch .,1.1575906e-06
trust,He needs to regain her trust if he is ever going to win her back . He betrayed their trust .,1.0105532e-06
describe,"The feeling is difficult to describe , but not unpleasant . He described going to work .",0.8909018
charge,"Charge all weapons , shields , and banners . He charged the director with indifference .",2.1689794e-07
use,The use of torture has been condemned by the United Nations . He warned against the use of narcotic drugs .,0.61911476
play,Play football . He plays on three teams .,0.8909018
sense,Common sense is not so common . He has n't got the sense God gave little green apples .,0.8909018
day,After that day she never trusted him again . Those were the days .,0.8909018
sanitize,Sanitize a document before releasing it to the press . Sanitize history .,0.8036342
shower,You should shower after vigorous exercise . He showered her with presents .,0.006297989
action,A man of action . He saw action in Korea .,0.001028736
power,The power of his love saved her . The deterrent power of nuclear weapons .,0.8909018
notice,"He gave notice two months before he moved . He took no notice of the changes , and went on as though nothing had happened .",0.011168285
have,Have an assistant . Have a lover .,0.89090157
call,He placed a phone call to London . She reported several anonymous calls .,0.8909012
carry,This boat can only carry a small sail . Amanda carried the package to New York .,0.00056634605
weapon,The club that is now mostly used for golf was once a common weapon . He used all his conversational weapons .,0.0056313695
right,You have no right to go through my personal diary . He stood on the right .,5.57047e-05
rebellion,His body was in rebellion against fatigue . Each generation must have its own rebellion .,0.89090157
post,He occupied a post in the treasury . A pair of posts marked the goal .,0.00047182344
unit,Change per unit volume . The dollar is the United States unit of currency .,0.8909018
third,"He answered the first question willingly , the second reluctantly , and the third with resentment . Now put it into third .",0.3909094
opening,There is an opening in the sales department . He slipped through an opening in the crowd .,7.3878614e-06
foot,We went there by foot because we could not afford a taxi . The foot of the list .,4.285794e-06
rock,He threw a rock at me . Some fool has thrown a rock through my window .,0.89090145
voice,The wee small voice of conscience . The voice of the law .,0.00033208026
trade,They are accused of conspiring to constrain trade . They rode the trade winds going west .,3.1326123e-05
shift,Shift the date for our class reunion . Shift one 's position .,0.0010143167
split,He inserted the wedge into a split in the log . They announced a two-for-one split of the common stock .,0.17784037
language,The English language . He recorded the spoken language of the streets .,0.89089835
cut,Cut my hair . Cut the engine .,0.022316301
give,The French doors give onto a terrace . Give a course .,0.00018861696
pay,Pay attention . He paid off the loan three months early .,1.2727225e-05
hang,Hang the venison for a few days . Hang one 's head in shame .,2.4685198e-07
stretch,"During the Inquisition , the torturers would stretch their victims on a rack . Let 's stretch for a minute -- we've been sitting here for over 3 hours .",0.39090183
mail,He works for the United States mail service . The mail handles billions of items every day .,0.8909018
charge,I need to charge my car battery . Do n't forget to charge the drill .,0.8909018
see,You 'll see a lot of cheating in this school . The 1960 's saw the rebellion of the younger generation against established traditions .,0.89090085
tone,From the tone of her behavior I gathered that I had outstayed my welcome . The general tone of articles appearing in the newspapers is that the government should withdraw .,0.8909018
court,The court is now in session . The noblemen visited the queen in her court .,1.5818634e-06
glass,We looked through the glass to see stars . Would you like a glass of milk ?,7.85784e-05
text,He wants to reconstruct the original text . There were more than a thousand words of text .,0.8909018
lift,Lift a ban . Lift a load .,0.01760406
hit,The car hit a tree . The ball hit the fence .,0.8819449
life,He lived a long and happy life . Life depends on many chemical and physical processes .,0.39090183
drive,Drive the cows into the barn . Drive the ball far out into the field .,0.008993539
wash,He managed to wash out the stains . He washed the dirt from his coat .,0.8909017
dawn,"It started to dawn , and we had to get up . The age of computers had dawned .",3.6700858e-05
carry,To carry an account to the ledger . How many credits is this student carrying ?,0.0006472832
bind,Bind the books in leather . The hydrogen binds the oxygen .,0.019995902
meet,Does this paper meet the requirements for the degree ? This proposal meets my requirements .,0.80357426
hold,Hold your temper . The book holds in store much valuable advise .,2.7952208e-05
burn,To burn the mouth with pepper . She was burning with anger .,0.002434738
room,Room to pass . Hardly enough elbow room to turn around .,0.8909018
take,Take the gun from your pocket . Mother took our plates away and came back with some fruit for us to eat .,0.8909018
get,Did you get it ? What did you get at the toy store ?,1.2727222e-05
support,They called for artillery support . He applied to the state for support .,0.0008980093
interest,Victorian furniture is an interest of mine . He counts reading among his interests .,0.89090085
make,He did n't make the choir after his voice changed . He made twenty bucks playing poker last night .,0.8909018
faith,They broke faith with their investors . Keep the faith .,0.8909013
raise,To raise Sandy Hook light . Raise hell .,0.22990112
ghetto,The relative security of the gay ghetto . No escape from the ghetto of the typing pool .,0.8909
diversification,My broker recommended a greater diversification of my investments . He limited his losses by diversification of his product line .,0.8909018
life,"His heroism saved a life . She 's my love , my life .",2.5804613e-06
office,During his first year in office . He rented an office in the new building .,2.1079968e-06
give,Give priority to . Give one 's name .,0.0012633752
leak,He had to clean up the leak . A leak in a boat .,0.89090097
fair,Trade fair . Book fair .,0.8909018
trend,The trend of a coastline . Not openly liberal but that is the trend of the book .,0.39092234
title,His title to fame . He kept the title to his car in the glove compartment .,4.6120313e-06
way,If I had my way . A lonely way of life .,0.0006877874
stay,I can only stay for an hour . The smell stayed in the room .,1.9739318e-05
spend,Spend money . I spent the time on worrying about the future .,0.03530792
light,They saw the light of the beacon . He stopped the car and turned off the lights .,0.00026521957
shock,Whole fields of wheat in shock . It came as a shock to learn that he was injured .,2.6679817e-07
bit,A horse hates having a bit put in its mouth . The horse was not accustomed to a bit .,0.8909018
have,What do we have here ? I have two years left .,7.072288e-05
take,Do you take me for a fool ? You ca n't take credit for this !,0.8909018
owe,I still owe for the car . The thesis owes much to his adviser .,0.87752855
purchase,$ 50 wo n't even purchase a dress . Carmen purchased a dress for $ 50 .,0.8909018
go,The washing machine wo n't go unless it 's plugged in . These ugly billboards have to go !,1.5194234e-09
grace,It has become less common to say grace before having dinner . God 's grace is manifested in the salvation of sinners .,1.2349e-08
feel,I made the students feel different about themselves . He felt his flesh crawl .,0.00022525764
catch,I have to stop for a moment and catch my breath . Catch one 's breath .,0.8909018
make,Make my day . Make revolution .,0.3909089
connect,This computer will connect well to the network . Herman connected the computers .,0.8909018
act,The governor should act on the new energy bill . The nanny acted quickly by grabbing the toddler and covering him with a wet towel .,0.8909018
shake,Shake one 's head . The bad news shook her hopes .,7.266827e-07
read,The gauge read ` empty ' . Read the advertisement .,0.00043201025
cut,She cut the deck for a long time . Wayne cut .,0.70162034
lead,The police are following a promising lead . We were just waiting for someone to take the lead .,2.3899383e-06
chain,A chain of mountains . The chain of command .,0.8909012
piece,It was a nice piece of work . It is down the road a piece .,0.0007063422
keep,Keep food for a week in the pantry . There 's little to earn and many to keep .,5.403262e-07
space,It all happened in the space of 10 minutes . They tested his ability to locate objects in space .,0.3909019
cut,Cut grain . Cut a disk .,0.02915743
see,I want to see whether she speaks French . Could you see about lunch ?,9.616364e-05
air,Air pollution . The flock of birds took to the air .,0.8909018
suffer,I 've been suffering your insults for years . Many saints suffered martyrdom .,0.8909018
move,I move to repel the rule regarding obligatory school uniform . He moved his hand slightly to the right .,9.609793e-08
play,Let 's play like I am mommy . Play cowboy and Indians .,0.8909018
wall,His back was to the wall . The container 's walls were blue .,8.523632e-05
hold,Hold your breath . He 's held by a contract .,0.0006224694
bounce,Bounce a check . The rubber ball bounced .,0.00318924
go,This chair has got to go . The policemen went from door to door looking for the suspect .,2.4386645e-05
round,"The total is $ 25,715 but to keep the figures simple , I 'll round it down to $ 25,000 . Ninety-five rounds up to one hundred .",0.8909018
place,He lost his place on the page . Grosvenor Place .,0.0014680551
pick,To pick rags . She finally picked her successor .,0.004428255
keep,Keep potatoes fresh . Keep notes .,0.012957217
ensure,This nest egg will ensure a nice retirement for us . Our exertions ensured a good outcome .,0.8909018
touch,The two buildings touch . Are you all right ? You 've hardly touched your lunch .,9.763236e-06
follow,"When he lectures , I can not follow . Follow the trail .",0.001620675
raise,"To raise a wall , or a heap of stones . The President raised several million dollars for his college .",3.781063e-05
make,"Make merry . He made as if to punch him , but they both laughed and shook hands .",0.8909018
home,There 's no place like home . The teacher asked how many people made up his home .,1.6785514e-05
edge,She sat on the edge of the bed . The water 's edge .,0.8909018
keep,May God keep you . She keeps an apartment in Paris for her shopping trips .,0.39090183
draw,"Draw a line . To draw a memorial , a deed , or bill of exchange .",5.2099654e-07
sale,He celebrated after the sale of company . The salesman faxed the sales agreement to his home office .,0.83072627
hold,I hold him personally responsible . The bridge held .,0.0098945815
point,"10.5 ( "" ten point five "" ; = ten and a half ) . He stuck the point of the knife into a tree .",0.39090192
garage,We do n't garage our car . We garaged the convertible during the monsoon months .,0.8909018
hold,To hold true . He 's held by a contract .,0.0021478962
hold,The general ordered the colonel to hold his position at all costs . Hold the taxi .,0.6517693
vote,"They allowed just one vote per person . The Supreme Court upheld the principle of one person , one vote .",0.8909018
deal,We need to finalise the deal with Henderson by midnight . It was a package deal .,0.8909018
fill,He ate his fill of potatoes . Do n't feed him any more : he 's had his fill .,0.8909018
