Target Word,Joined,Label
admit,The French doors admit onto the yard . This pipe admits air .,4.523262e-05
bank,He cashed a check at the bank . He tried to break the bank at Monte Carlo .,0.00043464263
air,Air pollution . There was a tension in the air which made me suspect an approaching storm .,1.0
pound,Pound the roots with a heavy flat stone . My heart is pounding .,3.2839245e-05
grip,They kept a firm grip on the two top priorities . It was an old briefcase but it still had a good grip .,0.037711848
draw,"At the start of their turn , each player must draw a card . Draw a card .",0.9999997
fall,Fall into a trap . Fall asleep .,0.9999926
unemployment,The rate of unemployment is an indicator of the health of an economy . Unemployment made Jack depressed .,1.0
draw,"Draw pulp from the fruit . To draw a memorial , a deed , or bill of exchange .",3.97303e-06
fall,Fall prey to an imposter . The curtain fell on the diva .,2.0693938e-05
light,Can you shed light on this problem ? Do you have a light ?,0.0152198635
work,This dough does not work easily . Work the raisins into the dough .,0.00014207777
buy,I 'm not going to buy your stupid excuses anymore ! I ca n't buy this story .,1.0
swing,The soccer player began to swing at the referee . He swung his left fist .,0.000108729495
draw,Draw parallels . A ship draws ten feet of water .,6.6751263e-06
head,Matters came to a head yesterday . I 've got to go to the head .,8.105353e-06
come,Your wish will come true . Next came the student from France .,0.19359647
play,Play fair . Play games .,0.012134541
drive,To drive sheep out of a field . Drive the forest .,7.615246e-05
hold,He can hold his liquor . This theory still holds .,8.4460237e-07
clip,I went into the salon to get a clip . He could do ten at a clip .,0.052843347
pay,Pay attention . He paid me 5000 pounds for the car .,7.097142e-08
light,Put that light out ! The light of my life .,5.3213676e-06
shot,His parting shot was ` drop dead ' . A good shot requires good balance and tempo .,0.0008037787
carry,You must carry your camping gear . This train is carrying nuclear waste .,0.9999997
line,Toe the line . Historians can only point out those lines for which evidence is available .,1.7307768e-05
school,He walked to school every morning . The school was built in 1932 .,0.5377116
play,Play cards . Gielgud played Hamlet .,4.1718926e-07
take,Take shelter from the storm . Take a test .,2.7972359e-05
noise,During the firework display that ended the gala the noise reached 98 decibels . He enjoyed the street noises .,0.99999994
replace,The insurance will replace the lost income . This antique vase can never be replaced .,1.0
snap,He gave his fingers a snap . Servants appeared at the snap of his fingers .,6.7500885e-05
cover,Cover her face with a handkerchief . Cover the child with a blanket .,0.9999982
swing,Swing a bat . His mood swings .,1.3874423e-05
break,"Twigs break off of those branches easily . The newsman wanted to break a big story , something that would make him famous .",0.03771186
give,I 'm going to give my wife a necklace for her birthday . Give a course .,1.2083424e-07
presence,Any painter can benefit from the presence of a live model from which to draw . He tested for the presence of radon .,0.5377117
pay,Do n't pay him any mind . Pay attention .,0.999988
carry,He can not carry a tune . Amanda carried the package to New York .,2.2195402e-06
voice,After the fire a still small voice . — 1 Kings 19:12 . The voice of the law .,7.364194e-06
range,The plains lay just beyond the mountain range . The valley was between two ranges of hills .,0.99999994
see,I do n't see the situation quite as negatively as you do . I must see your passport before you can enter the country .,0.037711702
unravel,Stop playing with the seam of the tablecloth ! You will unravel it . Mother could n't unravel the ball of wool after the cat had played with it .,1.0
make,Make a mistake . My wife made me buy a new sofa .,3.6600846e-07
light,Magoon 's governorship in Cuba was viewed in a negative light by many Cuban historians for years thereafter . The light of my life .,1.0
stand,We stand on common ground . Paris stands on the Seine .,0.99999976
work,I will work hard to improve my grades . He 's working in a bar .,1.0
see,I just ca n't see your point . Now I see !,0.99999994
turn,"The hillside behind our house is n't generally much to look at , but once all the trees turn it 's gorgeous . Turn the earth in the Spring .",0.037711963
do,We could do with a little more help around here . We did 6 miles on our hike every day .,0.00083912717
production,They improve their product every year ; they export most of their agricultural production . They hope to increase spaghetti production next year .,1.0
interest,In the common interest . An interest in music .,0.0014837171
body,A body of law . A body of precedents .,1.0
difference,It just wo n't make much of a difference to anyone . It just wo n't make much difference to me .,1.0
give,Give one 's talents to a good cause . What gives ?,0.0003220062
make,What do you make of his remarks ? How much do you make a month in your new job ?,0.022408092
bull,He was a bull of a man . What he said was mostly bull .,3.3594737e-05
fall,The hills around here fall towards the ocean . His voice fell to a whisper .,0.0006940118
floor,We spread our sleeping bags on the dry floor of the tent . The fire spared the forest floor .,0.037711702
throw,Throw a shoe . She threw herself forwards .,2.7983376e-06
spot,A bald spot . The leopard is noted for the spots of color in its fur .,0.9999998
take,"Can you take this bag , please . Take the case of China .",0.00047876575
vault,Family members had been buried in the vault for centuries . The bank kept their money safe in a large vault .,1.0
focus,Please focus on your studies and not on your hobbies . We focused on what to do .,1.0
absence,He visited during my absence . Absence makes the heart grow fonder .,6.271523e-05
credit,"That engineer is a credit to the team . If you do not come to class , you will not get credit for the class , regardless of how well you do on the final .",1.4202393e-14
carry,I carry her image in my mind 's eye . His voice carried a lot of anger .,0.0022120052
make,She may not make the grade . I make the height about 100 feet .,1.4702306e-06
defense,He offered a persuasive defense of the theory . The defense called for a mistrial .,4.808195e-06
catch,"Did you catch a cold ? If he catches you on the chin , you 'll be on the mat .",1.4122083e-06
line,"Please speak up , the line is very faint . I tried to make a call , but the line was dead .",1.0
line,I ca n't follow your line of reasoning . The answer to the comprehension question can be found in the third line of the accompanying text .,0.037711702
get,What did you get at the toy store ? Get someone mad .,5.416574e-06
run,He can have the run of the house . He has the run of the house .,1.0
cut,Cut class . Cut a caper .,2.6073742e-05
check,A check on its dependability under stress . He paid all his bills by check .,1.7356327e-07
sense,A keen musical sense . In the best sense charity is really a duty .,1.2580791e-05
say,What does the law say ? She said ` Hello ' to everyone in the office .,1.6179912e-07
school,Stay after school . He did n't miss a single day of school .,1.0
turn,"Turn a key . The hillside behind our house is n't generally much to look at , but once all the trees turn it 's gorgeous .",0.037711702
beg,Beg money and food . Beg the point in the discussion .,1.1076191e-05
grace,There but for the grace of God go I . I 'm so grateful to God for the grace that He has given me .,1.0
thing,I could n't tell what the thing was . She has a thing about him .,2.6527989e-05
connect,This computer will connect well to the network . These computers connected well together .,0.99999994
keep,I can not keep track of all my employees . I keep my specimens under glass to protect them .,1.1414273e-06
beat,Beat one 's breast . The eagle beat its wings and soared high into the sky .,0.0078093032
hold,He can hold his liquor . The auditorium ca n't hold more than 500 people .,3.6702735e-05
piece,It is not known who created this piece . She played two beautiful pieces on the piano .,0.0020359003
make,Make a wall of stones . Make a cake .,0.9999996
make,Make clay into bricks . Make water into wine .,1.0
cut,The Vietnamese cut a lot of timber while they occupied Cambodia . Cut class .,7.6557786e-05
mouth,He rode into the mouth of the canyon . She wiped lipstick from her mouth .,0.03571696
fabric,The fabric of our lives . It is part of the fabric of society .,0.9999998
stuff,Stuff a pillow with feathers . My nose is all stuffed .,7.478422e-06
shape,Shape the dough . Shape a figure .,8.700153e-06
feel,The sheets feel soft . He felt the wind .,0.012836964
difficulty,Had difficulty walking . Finished the test only with great difficulty .,0.99999976
head,12 head of big cattle and 14 head of branded calves . The office was full of secret heads .,1.2979989e-06
make,This invention will make you a millionaire . This wool makes into a nice sweater .,0.44287455
business,A racially integrated business concern . We do business all over the world .,0.07739834
significance,The significance of a gesture . The significance of his remark became clear only later .,1.0
try,I shall try my skills on this . Try the yak butter .,0.2887571
licking,Our football team took a licking last night . They suffered a convincing licking .,1.0
interest,He has a lot of interest in vintage cars . Victorian furniture is an interest of mine .,0.4934852
degree,Murder in the second degree . He earned his degree at Princeton summa cum laude .,6.9726147e-10
be,When will the meeting be ? The woman is walking .,1.0
train,"Unfortunately , the leading bridesmaid stepped on the bride 's train as they were walking down the aisle . The bride 's train was carried by her two young nephews .",1.0
make,Make a stir . Make friends .,6.683161e-06
indication,An indication of foul play . Indications of strain .,1.0
plan,They drew up a six-step plan . They discussed plans for a new bond issue .,0.99999964
encounter,There was a brief encounter in the hallway . Their encounter was a matter of chance .,1.0
keep,These potatoes keep for a long time . She keeps an apartment in Paris for her shopping trips .,4.289423e-06
pull,Pull a sled . You 'll be sent home if you pull another stunt like that .,5.229258e-05
make,Make a wall of stones . Make a dress .,1.0
leave,She was granted leave to speak . Might I beg leave to accompany you ?,1.0
work,The soft metal works well . He used pliers to work the wire into shape .,0.037712112
touch,"This piano has a wonderful touch . Suddenly , in the crowd , I felt a touch at my shoulder .",0.00077134557
pick,Pick a fight or a quarrel . Pick pockets .,0.16877174
represent,Ms. Smith will represent the defendant . Our parents represented to us the need for more caution .,3.605349e-07
play,Play the casinos in Trouville . Play the stock market .,0.21616685
point,She walked to a point where she could survey the whole street . He held me up at the point of a gun .,0.037711702
litany,A litany of failures . The patient recited a litany of complaints .,0.99999994
side,He turned the box over to examine the bottom side . A cube has six sides .,0.9999999
empty,To empty a well or a cistern . The cinema emptied quickly after the end of the film .,1.0
foulness,His display of foulness deserved severe punishment . Mouths which speak such foulness must be cleansed .,1.0
scene,"The most moving scene is the final one , where he realizes he has wasted his whole life . The play is divided into three acts , and in total twenty-five scenes .",1.0
follow,Teenagers follow their friends in everything . Carter followed Ford .,5.130305e-05
clear,Clear the leaves from the lawn . Clear snow from the road .,0.99999297
voice,The Times is not the voice of New York . Conservatism has many voices .,1.0
sing,I really want to sing in the school choir . She was singing while she was cooking .,1.0
business,Show me where the business was today . Business is good today .,0.9999991
look,My backyard look onto the pond . The house looks north .,0.99999297
wallah,The book wallah . A kitchen wallah .,1.0
break,Break a branch from a tree . Twigs break off of those branches easily .,1.0
work,He could not work the math problem . Work one 's way through the crowd .,1.287796e-06
turn,The alchemists tried to turn lead into gold . Turn the heat down .,0.011581196
unit,The word is a basic linguistic unit . He was a member of a special police unit .,0.9999998
assumption,Your assumption that I would agree was unwarranted . On the assumption that he has been injured we can infer that he will not to play .,0.037711702
space,They stopped at an open space in the jungle . The space between his teeth .,0.5377117
play,Insiders said the company 's stock was in play . The play of light on the water .,3.4575294e-07
piece,An important piece of the evidence . He wrote an interesting piece on Iran .,3.004252e-07
break,Break cigarette smoking . He slipped on the ice and broke his leg .,1.0085278e-05
position,"Moved from third to fifth position . Stand in this position , with your arms at your side .",0.009282078
motion,The reflex motion of his eyebrows revealed his surprise . He made a motion to adjourn .,4.534894e-06
development,They funded research and development . He congratulated them on their development of a plan to meet the emergency .,0.99999994
take,You ca n't take credit for this ! He was often taken to be a man of means .,1.0
break,Nobody can break out -- this prison is high security . They broke into my car and stole my radio !,9.429494e-05
call,He heard the phone ringing but did n't want to take the call . She reported several anonymous calls .,1.0
shed,The bill shed 50 pages of pork-barrel addons . Our dog sheds every Spring .,4.6590227e-07
get,She did n't get the joke . She got a bruise on her leg .,0.0015848206
vaccinate,We vaccinate against scarlet fever . The nurse vaccinated the children in the school .,0.9999997
turn,The Earth turns . He turned traitor .,0.0077387784
hold,Hold these truths to be self-evident . I 'll hold you by your promise .,7.248335e-07
cut,Cut a ticket . The employer wants to cut back health benefits .,9.240809e-07
beat,The boat beat in the strong wind . Beat the subway fare .,2.6486568e-05
point,Cut the skin with the point of the knife . A row of points .,9.141294e-06
raise,Raise a shout . Raise a sad cry .,1.0
relate,I can not relate these events at all . I find it difficult to relate to others because i 'm extremely introverted .,1.0
year,This Chinese year is the year of the Rooster . I was born in the year 1950 .,1.0
neighbour,My neighbour has an annoying cat . My neighbour is very irritable and grumpy at times .,1.0
move,"To move in a matter . Move those boxes into the corner , please .",0.0016002594
carry,Do you carry kerosene heaters ? The loan carries a high interest rate .,6.484633e-08
reason,The reason a steady state was never reached was that the back pressure built up too slowly . Mankind should develop reason above all other virtues .,0.037711713
line,A nice line of shoes . Toe the line .,1.4255077e-06
flare,He threw a flare to the fullback who was tackled for a loss . Infection can cause a lupus flare .,0.037711702
call,Call a runner out . Call a football game .,4.3564137e-06
break,Can you break a hundred-dollar bill for me ? The dam broke .,7.288619e-08
replace,We need to replace the secretary that left a month ago . He replaced the old razor blade .,0.99999994
take,"Tomorrow the doctor will take the cast off her arm . Can you take this bag , please .",0.0014918137
think,Think thin . Think big .,0.9997754
flatten,Flatten a road . Mary would flatten the dough before rolling it into pretzels .,0.99999994
carry,These bonds carry warrants . The loan carries a high interest rate .,0.99999994
break,I had to break a $ 100 bill just to buy the candy . Did you two break the trolley by racing with it ?,0.037711702
carry,These pipes carry waste water into the river . This paper carries a restaurant review .,3.1577834e-05
trim,Trim lumber . Trim an airplane .,4.660314e-05
check,Check the brakes . Check the growth of communism in South East Asia .,5.6436176e-05
structure,Artists must study the structure of the human body . His lectures have no structure .,6.554874e-06
light,Can you shed light on this problem ? He finally saw the light .,0.9999993
assume,"The gods assume human or animal form in these fables . She assumed indifference , even though she was seething with anger .",0.037711717
bed,"The track bed had washed away . Sea bed , river bed , lake bed .",0.3594535
clearance,"The plane was given clearance to land . The plane got clearance from air traffic control , and we were off .",1.0
mean,"I did n't mean to knock your tooth out . I meant to take the car in for a smog check , but it slipped my mind .",1.0
acknowledge,* I acknowledge my transgressions . - Psalm 51:3 . * For ends generally acknowledged to be good . - Thomas Macaulay .,1.0
spread,The missionaries quickly spread their new message across the country . He spread fertilizer over the lawn .,6.3269836e-06
life,The life of this milk carton may be thousands of years in this landfill . Get a life .,6.137172e-06
bed,Slices of hard-boiled egg on a bed of spinach . He worked in the coal beds .,8.393239e-10
coast,The rocky coast of Maine has few beaches . The children lined up for a coast down the snowy slope .,7.0616085e-07
press,This guy can press 300 pounds . She is pressing her opponent but will eventually lose .,1.426867e-06
approach,To approach the city . We were approaching our destination .,0.99999887
order,It was on the order of a mile . Men from the fraternal order will staff the soup kitchen today .,0.0016523047
run,Run rogue . She ran 10 miles that day .,1.0035226e-05
seat,The seat of a saddle . There were not enough seats for all the guests .,0.99999976
pay,It will pay to wait . To pay attention .,1.5334199e-05
dress,She likes to dress when going to the opera . Dress the plants in the garden .,0.24237923
carry,I carry her image in my mind 's eye . The senator carried his home state .,2.0694897e-05
condition,A heart condition . A skin condition .,1.0
take,Take steps . Take the gun from your pocket .,0.00012879798
take,Take a scene . Take a test .,2.5048432e-05
make,"Make merry . They made nice together , as if their fight never happened .",0.99999994
tell,I want to tell a story . The father told a story to his child .,0.99999994
trouble,I went to a lot of trouble . He won without any trouble .,0.99999976
lob,"Lob the tennis ball . The tennis player lobbed the ball , which was a costly mistake .",1.0
head,Under the head of minor Roman poets . They shot 20 head of quail .,1.0757286e-07
air,The program was on the air from 9 til midnight . There was a tension in the air which made me suspect an approaching storm .,0.037711702
action,A man of action . The piano had a very stiff action .,2.0842966e-05
place,If you were in my place what would you do ? A political system with no place for the less prominent groups .,0.037711702
take,I used to take The Sunday Times . The hard work took its toll on her .,4.066695e-05
be,"I shall be writing to you soon . It had been six days since his departure , when I received a letter from him .",1.0
connect,Can you connect the two loudspeakers ? Our computers connected .,0.99999994
account,An account of a battle . He asked to see the executive who handled his account .,1.7319002e-06
line,Toe the line . They attacked the enemy 's line .,3.1958196e-05
take,Can you take me to the main entrance ? Take a scene .,0.008627478
apparition,The sudden apparition of the Spaniards . – William H. Prescott . The apparition of Lawyer Clippurse occasioned much speculation in that portion of the world . – Sir W. Scott .,1.0
come,The sleeves come to your knuckles . He came from France .,1.3399375e-06
sense,Fortunately she had the good sense to run away . It 's common sense not to put metal objects in a microwave oven .,1.0
air,It 's getting quite stuffy in this room : let 's open the windows and air it . She aired her opinions on welfare .,0.037711702
head,They shot 20 head of quail . 200 head of cattle and 50 head of horses .,1.0
mean,"I mean to go to Baddeck this summer . I meant to take the car in for a smog check , but it slipped my mind .",1.0
form,"He was at the top of his form . To apply for the position , complete the application form .",0.000196259
oblige,We had to oblige him . The singer obliged with another song .,0.9999991
smile,She 's got a perfect smile . He has a sinister smile .,0.99999917
carry,I resent having to carry her all the time . The painting of Mary carries motherly love .,5.4196073e-05
work,Work your way through every problem or task . She was working on her second martini when the guests arrived .,0.99999994
seat,He was elected to a seat in the Senate . The seat of his pants was worn through .,5.439642e-07
work,This dough does not work easily . He could not work the math problem .,0.00010849761
take,Take a scene . Do you take sugar in your coffee ?,1.6538182e-08
drink,"He jumped into the drink and had to be rescued . If he does n't pay off the mafia , he 'll wear cement shoes to the bottom of the drink !",1.0
come,Come out of the closet ! Come with me to the Casbah .,0.9999845
touch,Do n't touch my CDs ! She did n't touch her food all night .,0.00043113207
language,Sign language . He did n't have the language to express his feelings .,1.1016317e-06
reaction,When I last tried to eat strawberries I had a terrible allergic reaction . A bad reaction to the medicine .,1.0
fix,We have a fix on your position . He got a good fix on the target .,0.9999995
ensure,This nest egg will ensure a nice retirement for us . The circumstances ensured a good outcome for him .,1.0
eat,"I did n't eat yet , so I gladly accept your invitation . We did not eat until 10 P.M. because there were so many phone calls .",1.0
operation,The plane 's operation in high winds . A multinational operation .,0.037067037
cut,Cut a disk . This cuts into my earnings .,2.1682467e-06
shame,"When I realized that I had hurt my friend , I felt deep shame . The teenager could n't bear the shame of introducing his parents .",1.0
dip,I 'm going for a dip before breakfast . This onion dip is just scrumptious .,0.0034992862
keep,Keep food for a week in the pantry . She never keeps her promises .,0.005667677
picture,The political picture is favorable . The dictionary had many pictures .,1.8188284e-05
day,Day and night . The dawn turned night into day .,0.99999994
forefront,That laboratory researches topics at the forefront of technology . The Cotswolds were once at the forefront of woollen manufacturing in England .,1.0
business,He bought his brother 's business . A small mom-and-pop business .,0.9999872
precede,Stone tools precede bronze tools . Bill preceded John in the long line of Susan 's husbands .,5.6511097e-05
cut,She could not cut the long days in the office . The glass from the shattered windshield cut into her forehead .,0.00034042005
leave,She did n't leave until midnight . At what time does your train leave ?,0.5377117
marriage,Pat and Leslie 's marriage to each other lasted forty years . You should enter marriage for love .,0.0003463576
passing,The passing of winter . His future depended on his passing that test .,3.6978956e-05
life,"The oceans are teeming with life . Having experienced both , the vampire decided that he preferred (un)death to life .",0.037711702
unit,The centimetre is a unit of length . Units of nucleic acids .,0.00055814325
catch,"Did you catch that allusion ? If he catches you on the chin , you 'll be on the mat .",0.037711702
check,Check into the rumor . Check the brakes .,0.45041546
transform,The alchemists sought to transform lead into gold . She transformed the clay into a beautiful sculpture .,0.99999994
draw,Draw parallels . He drew great benefits from his membership in the association .,3.019629e-06
take,Take vengeance . Do you take sugar in your coffee ?,0.0016910062
case,The teaching consists of theory lessons and case studies . A door case .,1.666982e-06
check,"Katie 's sick , so I need to check up on her and see if she needs anything . Check whether this page has a watermark .",1.0
break,Break a circuit . Break a promise .,0.019001372
follow,These people still follow the laws of their ancient religion . Follow the road .,0.000138965
go,How does this song go again ? These ugly billboards have to go !,0.0006347802
inactivation,The gene inactivation system . Thermal inactivation of serum samples .,1.0
see,Let 's see -- which movie should we see tonight ? See whether you can come tomorrow .,0.9999995
hold,She can hold an audience spellbound . Hold your breath .,7.8219804e-05
procession,The Lord Mayor 's procession . Processions were forbidden .,0.9999999
head,The head of the page . A reduction in the assessment per head of sheep .,0.0006090385
break,Break into tears . The blade broke her skin .,3.7678735e-06
head,They say he gives good head . 200 head of cattle and 50 head of horses .,0.039290715
gather,I gather from Aunty May that you had a good day at the match . People gathered round as he began to tell his story .,0.037711702
work,This unpleasant situation is n't going to work itself out . The salesman works the Midwest .,0.0063957414
read,The gauge read ` empty ' . This dictionary can be read by the computer .,0.00677822
stone,He must have a heart of stone . A peach stone .,0.00012129225
platoon,The defensive platoon of the football team . Platoons of tourists poured out of the busses .,0.99999994
want,I want to go home now . This piano wants the attention of a competent tuner .,0.011526857
fall,Payments fall on the 1st of the month . The onus fell on us .,5.4595296e-07
turn,Turn the heat down . This milk has turned ; it smells awful .,0.00010402124
connect,This computer will connect well to the network . The new railroad will connect the northern part of the state to the southern part .,1.0
school,The school was built in 1932 . Our children attend a public school in our neighborhood .,0.0001475652
rub,Rub oil into her skin . I rubbed the cloth over the glass .,0.99999195
make,"Make an effort . Make love , not war .",0.99999994
slot,The TV program has a new time slot . He put a quarter in the slot .,7.152329e-05
analyze,Analyze the evidence in a criminal trial . The inspector analyzed the building for its soundness .,1.0
load,I 'm worried that the load on that transformer will be too high . The system broke down under excessive loads .,0.037711702
defensiveness,His defensiveness was manifested in hurt silence . The fear of being sued for malpractice has magnified physicians ' defensiveness .,1.0
check,I will check up on the car tomorrow . Check out the engine .,0.99999857
raise,Raise a smile . Raise your hands .,0.044359215
cast,Cast a warm light . Cast a vote .,0.00874149
case,The accusative case canonically indicates a direct object . The teaching consists of theory lessons and case studies .,1.7492824e-09
make,They hope to make a bigger profit . How much do you make a month in your new job ?,1.0
tolerate,"He learned to tolerate the heat . I can tolerate working on Saturdays , but not on Sundays .",1.0
raise,Raise a siege . The President raised several million dollars for his college .,1.4199581e-07
sense,A sense of danger . A sense of security .,1.0
cut,Cut grain . The football player cut to his left to evade a tackle .,1.9720774e-06
state,In a weak financial state . The current state of knowledge .,0.99999624
respect,Out of respect for his privacy . She lost all respect for him .,4.8354343e-07
return,In return we gave them as good as we got . A return to one 's question .,3.0724556e-07
carry,I carry these thoughts in the back of my head . I will carry the secret to my grave .,1.0
take,This box wo n't take all the items . She took a chill .,7.995122e-06
hold,Hold your breath . What 's holding that mirror ?,1.1518346e-07
waste,Waste heat . We waste the dirty water by channeling it into the sewer .,0.025018074
folk,They 're just country folk . Lots of folks like to travel during the holidays .,1.0
break,"Break the cycle of poverty . The newsman wanted to break a big story , something that would make him famous .",0.037711702
sophisticate,To sophisticate wine . — Howell . Sophisticate rose water with geraniol .,1.0
addition,The addition of cinnamon improved the flavor . He was a new addition to the staff .,1.1567794e-05
transform,The alchemists sought to transform lead into gold . This experience transformed her completely .,0.99999946
time,See you another time . He called four times .,0.9999933
opinion,Every man is a fool in some man 's opinion . His opinions appeared frequently on the editorial page .,6.2670915e-05
buy,I 'm not going to buy your stupid excuses anymore ! Carmen bought a dress for $ 50 .,2.8836488e-05
run,"I 'm not ready to run a marathon . She always runs to Italy , because she has a lover there .",0.037711702
work,I can not work a miracle . His fingers worked with tension .,5.871213e-05
stage,At what stage are the social sciences ? The band returned to the stage to play an encore .,0.0013890385
line,The line of soldiers advanced with their bayonets fixed . In line with .,2.859554e-05
variety,The range and variety of his work is amazing . Varieties are frequently recognized in botany .,0.0025740126
spot,For our anniversary we went back to the same spot where we first met . A bald spot .,0.0012241614
meaning,The meaning of life . What is the meaning of this sentence .,0.9999966
give,Give an excuse . She gave a pair of shoes to her husband for their anniversary .,8.4748547e-07
scene,The crazy lady made a scene in the grocery store . They saw an angry scene outside the pub .,0.99999887
cut,We had to cut short the conversation . This bread cuts easily .,0.0045959274
point,We should meet at a pre-arranged point . They sailed south around the point .,0.00019450363
hit,We were hit by really bad weather . He hit .300 in the past season .,1.5038703e-05
catch,Did you catch a cold ? I have to catch a train at 7 o'clock .,5.361406e-05
narrowness,The problem with achievement tests is the narrowness they impose on students . Frustrated by the narrowness of people 's horizons .,1.0
take,I take it you 're not going ? How should I take this message ?,0.99999934
draw,Draw steel . Draw a line .,0.00029996113
turn,Turn the earth in the Spring . Turn the heat down .,4.316502e-06
break,Break cigarette smoking . His peccadilloes finally broke his marriage .,3.3265653e-05
pay,It will pay to wait . It pays to go through the trouble .,0.99998885
run,"If you see this man , run ! These dresses run small .",0.00014670049
get,The operator could n't get Kobe because of the earthquake . Get permission to take a few days off from work .,0.037711702
camp,The houseguests had to camp in the living room . We camped there .,0.9999994
hold,I hold with those who say life is sacred . The bridge held .,5.705199e-08
fit,A fit of coughing . She had a fit and had thrown all of his clothes out of the window .,1.0
hoop,Hoop vats . To hoop a barrel or puncheon .,0.99999815
bum,That mechanic 's a bum - he could n't fix a yo-yo . Fred is becoming a bum - he 's not even bothering to work more than once a month .,1.0
perversion,Perversion also shows up in kinky telephone cords . The tendrils of the plant exhibited perversion .,0.99999994
turn,The strong man could turn an iron bar . Turn the earth in the Spring .,1.3929479e-05
run,I 'm not ready to run a marathon . Let the dogs run free .,0.00056304474
beat,We beat the competition . Agassi beat Becker in the tennis championship .,0.99998516
line,They were arrayed in line of battle . The cast stood in line for the curtain call .,0.99998534
drop,Drop him from the Republican ticket . She dropped into army jargon .,2.5332494e-07
trick,"He played a trick on me . As the businessman rounded the corner , she thought , "" Here comes another trick . "" .",0.03771178
mother,The lioness was a mother of four cubs . Necessity is the mother of invention .,2.3181481e-05
grow,"In these forests , mushrooms grow under the trees . Her hair does n't grow much anymore .",0.9999996
burn,To burn the mouth with pepper . The iron burnt a hole in my dress .,0.9999161
class,"Apologizing for losing your temper , even though you were badly provoked , showed real class . The class of ' 97 .",0.037711706
keep,Keep notes . Keep open the possibility of a merger .,1.2326444e-05
way,They did n't have much in the way of clothing . They are on the way .,0.0006445326
costume,He won the prize for best costume . We wore gorilla costumes to the party .,0.9999991
flight,The flight of a refugee . Flights of imagination .,4.078316e-06
put,Put your ideas in writing . That song put me in awful good humor .,0.9999971
run,Run amok . He is running the Marathon this year .,9.733094e-05
extend,The facts extend beyond a consideration of her personal assets . She extended her visit by another day .,5.249177e-07
newspaper,He read his newspaper at breakfast . Murdoch owns many newspapers .,2.636647e-06
draw,"Draw a wagon . She drew $ 2,000 from the account .",2.7411892e-07
flood,Flood the market with tennis shoes . The images flooded his mind .,0.00081993063
orbit,He 's out of my orbit . In the political orbit of a world power .,1.3228437e-06
flatten,"As there was a lot of damage , we chose the heavy roller to flatten the pitch . Flatten a road .",0.99999934
spring,The emerging buds were a sure sign of spring . Spring is the time of the year most species reproduce .,1.0
connection,The connection between church and state is inescapable . My headache has no connection with me going out last night .,0.9999953
develop,Please develop this roll of film for me . Please develop this roll of film .,0.99999994
chain,A chain of mountains . The third link of the silver chain needs to be resoldered .,1.0
grow,That acorn will grow into an oak tree . An oak tree will grow from that acorn .,0.9999999
admit,We can not admit non-members into our club building . She admitted us here .,1.0
way,If I had my way . That 's the way it is .,8.9379836e-07
strike,Strike fire from the flintstone . The boxer struck the attacker dead .,0.0005732883
top,I bought this top as it matches my jeans . A relief pitcher took over in the top of the fifth .,0.037711725
go,Go about the world in a certain manner . Messages must go through diplomatic channels .,0.9999993
focus,"If you 're going to beat your competitors , you need to focus . We focused on what he wanted .",0.9999992
break,"The newsman wanted to break a big story , something that would make him famous . When news of their divorce broke , ...",1.0
range,My students range from very bright to dull . Estimates for the losses in the earthquake range as high as $ 2 billion .,0.9999999
see,I see that you have been promoted . Did you know that she is seeing an older man ?,1.1095644e-05
love,So that 's fifteen love to Kournikova . It was 40 love .,0.9999918
break,Break an alibi . He slipped on the ice and broke his leg .,1.9128687e-05
arrangement,The arrangement of the furniture . A flower arrangement .,7.8810444e-05
strike,Strike a medal . The boxer struck the attacker dead .,4.026355e-10
pocket,The trapped miners found a pocket of air . The battle was won except for cleaning up pockets of resistance .,0.0018727467
flight,The flight to Paris leaves at 7 o'clock tonight . Where is the departure gate for flight 747 ? / Go straight down and to the right .,1.0
job,Estimates of the city 's loss on that job ranged as high as a million dollars . I 've got a job for you - could you wash the dishes ?,1.0
thought,19th century thought . Darwinian thought .,0.99999994
block,Block a plate for printing . Block the wheels of a car .,0.9999961
drive,We drive the turnpike to work . The amplifier drives the tube .,0.0018731017
now,There is no better time than now . Now is the right time .,0.9999997
truck,Truck fresh vegetables across the mountains . Amanda trucked the package to her mother 's house from Philadelphia .,1.0
run,Interest rates run from 5 to 10 percent . Our coach had us running plays for the whole practice .,0.00065472315
hollow,He built himself a cabin in a hollow high up in the Appalachians . The hollow of the hand or of a tree .,0.037711702
academy,The military academy at West Point . The American Academy of Arts and Sciences .,1.0521623e-05
foot,The foot of the page . The foot of the list .,0.9999358
run,His daily run keeps him fit . Running is good exercise .,0.99999964
see,Can you see the bird in that tree ? I saw their laughing and joking .,0.9999985
care,I do n't care . We cared about the opera .,0.9999974
sense,It 's common sense not to put metal objects in a microwave oven . He has n't got the sense God gave little green apples .,1.0
pass,Pass along the good news . A black limousine passed by when she looked out the window .,0.00797846
cut,The sweat cut little rivulets into her face . Cut trenches .,0.99994856
play,Play football . We played hockey all afternoon .,1.0
kill,Kill a motion . The farmer killed a pig for the holidays .,2.6176218e-07
side,It brought out his better side . They always sat on the right side of the church .,2.5983689e-05
drop,Drop a hint . Shop til you drop .,1.4186979e-05
